,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Manufacturer,Price_km
3176,Skoda Superb Elegance 1.8 TSI AT,Delhi,2013,82000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,7.25,Skoda,953.9309999999999
3177,Maruti Wagon R LXI,Pune,2006,52000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,2.0,Maruti,1316.0069999999998
3178,Volkswagen Polo Petrol Highline 1.2L,Mumbai,2011,20000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.5,Volkswagen,1146.8060999999998
3179,Honda Civic 2010-2013 1.8 S MT,Hyderabad,2011,55000,Petrol,Manual,First,14.8,1799.0,130.2,5.0,5.0,Honda,1030.524
3180,Maruti Eeco CNG 5 Seater AC,Ahmedabad,2015,47001,CNG,Manual,First,20.0,1196.0,63.0,5.0,3.72,Maruti,840.0
3181,Maruti Wagon R VXI,Chennai,2014,52000,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.45,Maruti,1566.675
3182,Maruti Swift Dzire VDI,Kolkata,2013,43284,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.5,Maruti,1458.522
3183,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,23875,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,14.36,Hyundai,905.1899999999999
3184,Hyundai Grand i10 Asta,Bangalore,2016,51866,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.5,Hyundai,1316.0069999999998
3185,Nissan Micra Diesel XV Premium,Mumbai,2013,69000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.0,Nissan,1438.5764
3186,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2017,62788,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.08,Hyundai,1316.0069999999998
3187,Volkswagen Vento Diesel Highline,Chennai,2013,150000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.0,Volkswagen,1280.2582
3188,Toyota Fortuner 4x2 AT,Kochi,2015,47566,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,20.25,Toyota,782.2415
3189,Hyundai Santro GS zipDrive - Euro II,Chennai,2002,67000,Petrol,Manual,Third,0.0,999.0,,5.0,1.2,Hyundai,0.0
3190,Toyota Innova Crysta 2.8 GX AT,Pune,2018,20300,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,18.0,Toyota,708.0687999999999
3191,Mercedes-Benz A Class A180 CDI,Pune,2015,48300,Diesel,Automatic,First,20.0,2143.0,107.3,5.0,17.5,Mercedes-Benz,1246.6
3192,Hyundai EON D Lite,Pune,2013,30000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.1,Hyundai,1469.193
3193,Hyundai Elantra CRDi SX,Bangalore,2012,36000,Diesel,Manual,Second,22.7,1582.0,126.24,5.0,7.5,Hyundai,1414.8909999999998
3194,Mini Cooper 3 DOOR D,Kochi,2015,27641,Diesel,Automatic,Second,20.7,1496.0,113.98,4.0,24.77,Mini,1290.231
3195,Renault Duster 110PS Diesel RXZ Option,Bangalore,2015,60000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,8.65,Renault,1224.1612
3196,Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2019,9000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,35.5,Ford,680.0203
3197,Toyota Corolla Altis GL MT,Delhi,2014,60750,Petrol,Manual,First,14.28,1798.0,138.03,5.0,10.5,Toyota,994.3163999999999
3198,Mahindra XUV500 W7,Delhi,2018,9000,Diesel,Manual,First,14.0,2179.0,155.0,7.0,13.0,Mahindra,872.62
3199,BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,2012,41100,Diesel,Automatic,First,16.77,2993.0,261.49,5.0,26.5,BMW,1045.2740999999999
3200,Maruti Wagon R LX BSIII,Ahmedabad,2004,60000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,1.4,Maruti,1204.599
3201,Honda City i VTEC SV,Kochi,2017,38424,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.51,Honda,1239.414
3202,Maruti Swift VDI,Delhi,2014,50000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.3,Maruti,1427.357
3203,Honda City i-VTEC CVT VX,Mumbai,2015,19000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.95,Honda,1253.34
3204,Maruti Ertiga VDI,Kochi,2015,58734,Diesel,Manual,First,20.77,1248.0,88.76,7.0,6.91,Maruti,1294.5941
3205,Renault Duster 110PS Diesel RxZ,Coimbatore,2016,65257,Diesel,Manual,First,19.01,1461.0,108.45,5.0,9.75,Renault,1184.8933
3206,Maruti Swift Dzire VDi,Jaipur,2010,130000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,4.0,Maruti,1202.969
3207,Maruti Ritz VDi,Hyderabad,2011,79000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.65,Maruti,1446.0559999999998
3208,Mahindra XUV500 W8 4WD,Chennai,2013,78000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,10.75,Mahindra,941.183
3209,Honda Brio S MT,Kochi,2015,49133,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.51,Honda,1350.822
3210,Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,22769,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,49.22,Mercedes-Benz,0.0
3211,Tata Manza Club Class Quadrajet90 LS,Coimbatore,2014,54448,Diesel,Manual,First,21.02,1248.0,88.8,5.0,3.7,Tata,1310.1766
3212,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2014,158793,Diesel,Manual,First,12.8,2494.0,102.0,7.0,12.99,Toyota,797.8240000000001
3213,Maruti Swift VXI,Delhi,2015,62088,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.15,Maruti,1295.118
3214,Hyundai Verna 1.6 EX VTVT,Kolkata,2012,14800,Petrol,Manual,First,17.01,1591.0,121.3,5.0,4.4,Hyundai,1184.4063
3215,Honda Mobilio S i VTEC,Kolkata,2015,26000,Petrol,Manual,First,17.3,1497.0,117.3,7.0,4.25,Honda,1204.599
3216,Honda Amaze S i-Vtech,Mumbai,2017,32005,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.25,Honda,1253.34
3217,Honda City i-VTEC CVT VX,Jaipur,2017,35000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,7.7,Honda,1253.34
3218,Land Rover Range Rover 2.2L Dynamic,Pune,2015,52000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,39.75,Land,791.5909999999999
3219,Honda City i-VTEC V,Mumbai,2017,11000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,8.5,Honda,1211.562
3220,Mercedes-Benz E-Class 280 Elegance,Jaipur,2008,62000,Petrol,Automatic,First,9.5,2997.0,231.1,5.0,7.0,Mercedes-Benz,661.4849999999999
3221,Ford Ikon 1.3 Flair,Chennai,2002,65134,Petrol,Manual,Third,13.8,1299.0,70.0,5.0,0.8,Ford,960.894
3222,Toyota Fortuner 4x2 Manual,Delhi,2013,71000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,15.25,Toyota,810.29
3223,Maruti A-Star Vxi,Hyderabad,2008,51366,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.25,Maruti,1322.9699999999998
3224,Tata Sumo EX,Kolkata,2016,46300,Diesel,Manual,First,14.07,1948.0,83.1,7.0,4.85,Tata,876.9831
3225,Honda City V AT,Coimbatore,2012,60908,Petrol,Automatic,Second,15.6,1497.0,116.3,5.0,6.42,Honda,1086.2279999999998
3226,Nissan Micra XV D,Chennai,2012,93450,Diesel,Manual,Second,23.19,1461.0,63.12,5.0,2.5,Nissan,1445.4327
3227,Hyundai Verna SX CRDi AT,Hyderabad,2011,104000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,5.75,Hyundai,1189.2563999999998
3228,Maruti 800 Std,Pune,2003,52000,Petrol,Manual,First,16.1,796.0,37.0,4.0,0.5,Maruti,1121.0430000000001
3229,Mahindra XUV500 W8 4WD,Coimbatore,2015,42999,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.52,Mahindra,941.183
3230,Maruti SX4 VDI,Delhi,2014,90000,Diesel,Manual,First,21.5,1248.0,88.8,5.0,4.5,Maruti,1340.095
3231,Hyundai i20 Sportz AT 1.4,Bangalore,2013,72000,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,4.75,Hyundai,1044.4499999999998
3232,Hyundai Creta 1.6 CRDi SX,Coimbatore,2019,54321,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.54,Hyundai,1226.0311000000002
3233,Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,59630,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,23.41,Mercedes-Benz,810.29
3234,Toyota Fortuner 4x2 AT,Hyderabad,2013,116000,Diesel,Automatic,Second,12.55,2982.0,168.5,7.0,19.25,Toyota,782.2415
3235,Volvo S60 D4 KINETIC,Ahmedabad,2015,34000,Diesel,Automatic,First,9.0,1984.0,181.0,5.0,20.0,Volvo,560.97
3236,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Delhi,2011,70000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,13.0,Mercedes-Benz,885.7093
3237,Honda Accord 2.4 Elegance M/T,Chennai,2010,80000,Petrol,Manual,First,10.2,2354.0,180.0,5.0,3.99,Honda,710.2259999999999
3238,Honda Amaze S i-Dtech,Pune,2015,110000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.65,Honda,1608.114
3239,Maruti Dzire ZDI,Ahmedabad,2013,56454,Diesel,Manual,First,28.4,1248.0,73.75,5.0,4.65,Maruti,1770.1719999999998
3240,Maruti Swift LXI,Kolkata,2013,60000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,3.15,Maruti,1295.118
3241,Toyota Corolla Altis G HV AT,Delhi,2013,56000,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,8.25,Toyota,1011.7238999999998
3242,Land Rover Range Rover Vogue SE 4.4 SDV8,Bangalore,2012,63000,Diesel,Automatic,Second,11.49,4367.0,335.3,5.0,65.0,Land,716.1717
3243,Maruti Swift VDI,Chennai,2012,63000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.5,Maruti,1427.357
3244,Jeep Compass 2.0 Limited Option 4X4,Kolkata,2017,15050,Diesel,Manual,First,16.3,1956.0,170.0,5.0,17.5,Jeep,1015.979
3245,Maruti Swift VXI BSIV,Mumbai,2016,29401,Petrol,Manual,First,20.4,1197.0,81.8,5.0,4.31,Maruti,1420.4519999999998
3246,Honda Jazz 1.2 SV i VTEC,Kochi,2016,25238,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.2,Honda,1302.081
3247,Toyota Etios GD,Chennai,2011,79000,Diesel,Manual,First,23.59,1364.0,,5.0,4.67,Toyota,1470.3646999999999
3248,Volkswagen Polo Petrol Trendline 1.2L,Kochi,2011,58752,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.32,Volkswagen,1146.8060999999998
3249,Honda Civic 2006-2010 1.8 V AT,Delhi,2011,62000,Petrol,Automatic,First,12.9,1799.0,130.0,5.0,3.75,Honda,898.227
3250,Toyota Etios G SP,Bangalore,2013,132000,Petrol,Manual,First,16.78,1496.0,88.73,5.0,4.7,Toyota,1168.3914
3251,Hyundai Verna 1.6 SX VTVT,Chennai,2016,51000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,6.5,Hyundai,1184.4063
3252,Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2009,185200,Diesel,Manual,First,12.8,2494.0,102.0,8.0,7.25,Toyota,797.8240000000001
3253,Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,61717,Diesel,Manual,First,22.7,1598.0,118.0,5.0,8.94,Maruti,1414.8909999999998
3254,Ford Freestyle Titanium Plus Petrol,Kolkata,2018,8896,Petrol,Manual,First,19.0,1194.0,94.68,5.0,7.34,Ford,1322.9699999999998
3255,Maruti Baleno Alpha 1.2,Delhi,2016,17000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.9,Maruti,1490.0819999999999
3256,Honda Jazz V,Mumbai,2016,31378,Petrol,Manual,First,18.2,1199.0,88.7,5.0,5.9,Honda,1267.2659999999998
3257,Hyundai Verna 1.6 CRDi EX AT,Pune,2013,114000,Diesel,Automatic,First,22.32,1582.0,126.3,5.0,6.75,Hyundai,1391.2056
3258,Honda Amaze VX i-DTEC,Ahmedabad,2014,81000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.1,Honda,1608.114
3259,Audi Q3 30 TDI Premium FWD,Mumbai,2017,31000,Diesel,Automatic,First,18.51,1968.0,147.51,5.0,27.0,Audi,1153.7283
3260,Skoda Rapid 2013-2016 1.6 MPI Ambition,Mumbai,2014,35000,Petrol,Manual,First,15.0,1598.0,103.52,5.0,4.5,Skoda,1044.4499999999998
3261,Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2013,60001,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,14.5,Audi,1066.4663
3262,Maruti Swift Dzire VDI,Jaipur,2014,75074,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.25,Maruti,1458.522
3263,Tata Indica Vista Quadrajet LS,Kolkata,2012,80000,Diesel,Manual,Second,22.3,1248.0,74.0,5.0,1.2,Tata,1389.959
3264,Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2006,147350,Diesel,Manual,Second,12.99,2494.0,100.6,8.0,4.95,Toyota,809.6667
3265,Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,60000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,7.5,Renault,1224.1612
3266,Mercedes-Benz E-Class E400 Cabriolet,Kolkata,2015,7501,Petrol,Automatic,First,10.0,2996.0,333.0,4.0,48.0,Mercedes-Benz,696.3
3267,Honda Amaze S i-Dtech,Delhi,2015,58000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.45,Honda,1608.114
3268,Mercedes-Benz GLE 350d,Coimbatore,2018,29277,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,59.65,Mercedes-Benz,721.1581
3269,Maruti Ritz VDi,Kochi,2015,57034,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.38,Maruti,1446.0559999999998
3270,Maruti Ciaz ZDi Plus SHVS,Kochi,2016,40810,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.9,Maruti,1750.8497
3271,Hyundai Santro Xing GL,Bangalore,2008,35268,Petrol,Manual,Second,0.0,1086.0,62.0,5.0,1.88,Hyundai,0.0
3272,BMW 5 Series 520d Sedan,Mumbai,2008,81000,Diesel,Automatic,Second,18.48,,,,10.5,BMW,1151.8584
3273,Maruti Baleno Delta CVT,Coimbatore,2018,34630,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.29,Maruti,1490.0819999999999
3274,Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,45122,Diesel,Manual,First,23.5,1498.0,88.7,5.0,6.0,Ford,1464.7549999999999
3275,Mahindra XUV500 W8 2WD,Chennai,2011,126000,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,6.7,Mahindra,997.28
3276,Maruti Alto LXi,Jaipur,2009,63000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5,Maruti,1371.7109999999998
3277,Mini Cooper 3 DOOR D,Kochi,2016,32298,Diesel,Automatic,First,20.7,1496.0,113.98,4.0,23.8,Mini,1290.231
3278,Mahindra XUV500 W8 4WD,Kochi,2014,63288,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.77,Mahindra,941.183
3279,Hyundai Santro Xing GLS,Coimbatore,2012,43337,Petrol,Manual,First,17.92,1086.0,62.1,5.0,3.32,Hyundai,1247.7696
3280,Maruti Swift VDI,Kochi,2015,46561,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.94,Maruti,1427.357
3281,Mercedes-Benz A Class A180 CDI,Delhi,2013,34000,Diesel,Automatic,Second,20.0,2143.0,107.3,5.0,11.0,Mercedes-Benz,1246.6
3282,Renault KWID RXT,Hyderabad,2016,48000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.4,Renault,1752.5871
3283,Maruti Swift VDI,Kochi,2013,56263,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.17,Maruti,1427.357
3284,Maruti Zen LXI,Hyderabad,2005,84060,Petrol,Manual,Second,17.3,993.0,60.0,5.0,1.25,Maruti,1204.599
3285,Hyundai Grand i10 Magna AT,Mumbai,2016,9000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.45,Hyundai,1316.0069999999998
3286,Tata Manza Aura Quadrajet BS IV,Jaipur,2012,79000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,2.59,Tata,1316.4096
3287,Mahindra XUV500 W10 AWD,Pune,2015,87900,Diesel,Manual,First,16.0,2179.0,140.0,7.0,12.01,Mahindra,997.28
3288,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2010,72425,Petrol,Manual,Second,17.5,1197.0,85.8,5.0,2.45,Maruti,1218.5249999999999
3289,Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,38000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,29.0,Audi,980.4509
3290,Ford Fiesta 1.4 SXi TDCi,Hyderabad,2008,83000,Diesel,Manual,Second,17.8,1399.0,,5.0,2.4,Ford,1109.474
3291,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2010,107000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,11.99,Mercedes-Benz,924.9771999999999
3292,Honda City i VTEC CVT VX,Delhi,2015,51000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,7.9,Honda,1253.34
3293,Toyota Innova 2.5 GX 7 STR,Pune,2010,140000,Diesel,Manual,Third,12.8,2494.0,102.0,7.0,6.25,Toyota,797.8240000000001
3294,Chevrolet Beat LT,Pune,2011,48000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,1.8,Chevrolet,1295.118
3295,Maruti Wagon R LXI CNG,Delhi,2013,62000,CNG,Manual,First,26.6,998.0,58.16,5.0,2.8,Maruti,1117.2
3296,Honda Jazz 1.2 S i VTEC,Mumbai,2015,31000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,4.9,Honda,1302.081
3297,Nissan Micra XL Primo,Jaipur,2010,75055,Petrol,Manual,First,18.06,1198.0,75.0,5.0,2.25,Nissan,1257.5177999999999
3298,Maruti Ciaz AT ZXi,Coimbatore,2017,51210,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,8.89,Maruti,1331.3256
3299,Toyota Fortuner 4x2 AT,Mumbai,2012,87000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,15.0,Toyota,782.2415
3300,Ford Aspire Ambiente Diesel,Kolkata,2018,17000,Diesel,Manual,First,26.1,1498.0,99.0,5.0,5.65,Ford,1626.813
3301,Maruti Ertiga ZDI,Jaipur,2014,57000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.0,Maruti,1294.5941
3302,Maruti Alto 800 LXI,Hyderabad,2016,9370,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.95,Maruti,1583.3861999999997
3303,Honda Brio V MT,Chennai,2013,53226,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.3,Honda,1350.822
3304,Hyundai Verna Transform CRDi VGT SX ABS,Hyderabad,2010,120000,Diesel,Manual,Second,16.2,1493.0,110.0,5.0,3.5,Hyundai,1009.746
3305,Honda City 1.5 GXI,Jaipur,2007,75055,Petrol,Manual,First,12.8,1493.0,100.0,5.0,2.3,Honda,891.264
3306,Hyundai Creta 1.6 CRDi SX,Coimbatore,2017,37247,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.69,Hyundai,1226.0311000000002
3307,Toyota Etios Liva GD,Delhi,2013,64000,Diesel,Manual,First,23.59,1364.0,67.06,5.0,3.1,Toyota,1470.3646999999999
3308,Hyundai Sonata Transform 2.4 GDi MT,Mumbai,2014,12000,Petrol,Manual,First,13.44,2359.0,198.25,5.0,12.75,Hyundai,935.8272
3309,Hyundai Creta 1.6 CRDi SX Option,Pune,2017,40158,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.75,Hyundai,1226.0311000000002
3310,Honda Jazz 1.2 SV i VTEC,Chennai,2017,11000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.75,Honda,1302.081
3311,Volkswagen Vento Diesel Comfortline,Chennai,2014,70010,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.25,Volkswagen,1280.2582
3312,Mahindra XUV500 W6 2WD,Mumbai,2015,82000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,8.75,Mahindra,997.28
3313,Mahindra TUV 300 2015-2019 T8,Kochi,2017,57259,Diesel,Manual,First,18.49,1493.0,100.0,7.0,8.87,Mahindra,1152.4816999999998
3314,Honda Accord 2001-2003 2.3 VTi L AT,Bangalore,2010,84000,Petrol,Automatic,Second,11.1,2354.0,142.0,5.0,6.5,Honda,772.8929999999999
3315,Maruti Ertiga VDI,Pune,2012,168000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,4.5,Maruti,1294.5941
3316,Mahindra Ssangyong Rexton RX5,Hyderabad,2012,73670,Diesel,Manual,First,12.83,2696.0,162.0,7.0,12.5,Mahindra,799.6939
3317,Toyota Fortuner 4x2 AT,Delhi,2014,89540,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,16.8,Toyota,782.2415
3318,Maruti Ertiga ZDI,Hyderabad,2016,85423,Diesel,Manual,First,20.77,1248.0,88.8,7.0,8.75,Maruti,1294.5941
3319,Hyundai Elantra CRDi SX AT,Pune,2013,48823,Diesel,Automatic,First,19.5,1582.0,126.24,5.0,8.5,Hyundai,1215.435
3320,Hyundai i10 Magna 1.2,Kolkata,2011,35082,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.21,Hyundai,1417.6668
3321,Maruti Omni MPI STD BSIV,Jaipur,2012,126000,Petrol,Manual,First,16.8,796.0,34.2,5.0,1.6,Maruti,1169.7839999999999
3322,Honda Amaze VX AT i-Vtech,Delhi,2016,19000,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,6.25,Honda,1079.2649999999999
3323,Honda Civic 2006-2010 1.8 V AT,Mumbai,2007,69000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2.25,Honda,898.227
3324,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,29836,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,25.75,Mercedes-Benz,1115.7069999999999
3325,Skoda Superb 1.8 TFSI MT,Ahmedabad,2010,48002,Petrol,Manual,Second,13.14,1798.0,157.8,5.0,6.75,Skoda,914.9381999999999
3326,Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52324,Diesel,Manual,First,28.09,1248.0,88.5,5.0,6.25,Maruti,1750.8497
3327,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,65000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.1,Ford,1414.8909999999998
3328,Mercedes-Benz M-Class ML 320 CDI,Mumbai,2009,66000,Diesel,Automatic,Second,8.7,2987.0,224.34,5.0,10.75,Mercedes-Benz,542.271
3329,Hyundai Grand i10 CRDi Sportz,Hyderabad,2016,75700,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.7,Hyundai,1495.92
3330,Volkswagen Vento Diesel Breeze,Bangalore,2013,43000,Diesel,Manual,First,20.5,1598.0,105.0,5.0,5.95,Volkswagen,1277.7649999999999
3331,Chevrolet Beat Diesel LT,Kochi,2012,42706,Diesel,Manual,First,25.44,936.0,56.3,5.0,2.4,Chevrolet,1585.6752000000001
3332,Mahindra Quanto C6,Mumbai,2013,35000,Diesel,Manual,First,17.21,1493.0,100.0,7.0,3.49,Mahindra,1072.6993
3333,Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,2011,54348,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,4.0,Hyundai,1336.896
3334,Toyota Etios Liva 1.4 GD,Delhi,2013,84000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,3.85,Toyota,1470.3646999999999
3335,Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2010,63298,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,3.95,Toyota,1011.7238999999998
3336,Hyundai i10 Magna 1.2,Jaipur,2013,75049,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,3.0,Hyundai,1417.6668
3337,Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,24237,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.7,Ford,1264.4807999999998
3338,Maruti Ritz ZXi,Coimbatore,2016,22767,Petrol,Manual,First,18.5,1197.0,85.8,5.0,6.14,Maruti,1288.155
3339,Hyundai i20 Sportz AT 1.4,Bangalore,2012,58000,Petrol,Automatic,Second,15.0,1396.0,98.6,5.0,4.4,Hyundai,1044.4499999999998
3340,Maruti Swift Dzire LDI,Pune,2017,57000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.25,Maruti,1657.3546999999999
3341,BMW 7 Series 2007-2012 750Li,Kochi,2010,50161,Petrol,Automatic,First,8.77,4395.0,402.0,5.0,25.93,BMW,610.6551
3342,Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45000,Diesel,Manual,First,22.7,1598.0,118.0,5.0,7.0,Maruti,1414.8909999999998
3343,Toyota Fortuner 4x4 AT,Coimbatore,2017,68319,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,25.12,Toyota,782.2415
3344,Hyundai EON 1.0 Magna Plus Option O,Kochi,2017,30711,Petrol,Manual,First,20.3,998.0,68.05,5.0,4.45,Hyundai,1413.489
3345,Hyundai i20 1.4 CRDi Magna,Kolkata,2011,38277,Diesel,Manual,First,21.9,1396.0,90.0,5.0,2.4,Hyundai,1365.0269999999998
3346,Volkswagen Vento Diesel Highline,Pune,2012,115000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,4.33,Volkswagen,1280.2582
3347,Maruti Swift Dzire VXi AT,Coimbatore,2017,46849,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,6.93,Maruti,1288.155
3348,Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,4.25,Hyundai,1365.0269999999998
3349,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2010,130923,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,12.5,Mercedes-Benz,885.7093
3350,Hyundai Grand i10 Sportz,Chennai,2015,15000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.9,Hyundai,1316.0069999999998
3351,Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,32720,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.5,Hyundai,1433.59
3352,Renault KWID RXT,Jaipur,2016,12500,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.0,Renault,1752.5871
3353,Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,59800,Petrol,Automatic,First,16.9,1197.0,82.0,5.0,5.8,Hyundai,1176.7469999999998
3354,Volkswagen Vento Petrol Highline,Pune,2011,54211,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.33,Volkswagen,1047.2351999999998
3355,Chevrolet Cruze LTZ AT,Kochi,2015,62242,Diesel,Automatic,First,14.39,1998.0,163.7,5.0,6.62,Chevrolet,896.9287
3356,Nissan Terrano XL 110 PS,Mumbai,2015,54000,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,5.75,Nissan,1184.8933
